"Date","Price","Open","High","Low","Vol.","Change %"
"May 30, 2016","479.80","483.62","486.14","477.97","4.45M","-0.62%"
"May 27, 2016","482.77","470.07","483.86","469.92","6.18M","2.94%"
"May 26, 2016","468.98","470.54","471.73","467.62","6.55M","-0.46%"
"May 25, 2016","471.13","470.47","471.93","466.16","4.26M","1.14%"
"May 24, 2016","465.81","459.67","467.57","459.67","5.67M","1.12%"
"May 23, 2016","460.63","464.27","465.93","458.48","8.48M","-0.45%"
"May 20, 2016","462.71","471.53","472.77","461.30","8.56M","-1.79%"
"May 19, 2016","471.13","481.29","481.39","468.36","4.22M","-1.99%"
"May 18, 2016","480.72","478.42","481.68","477.52","3.80M","0.15%"
"May 17, 2016","480.02","485.52","486.93","478.64","5.61M","-0.70%"
"May 16, 2016","483.39","483.91","486.64","480.99","4.30M","-0.22%"
"May 13, 2016","484.48","489.83","490.62","482.92","6.76M","-1.48%"
"May 12, 2016","491.74","483.42","492.43","482.95","5.90M","1.78%"
"May 11, 2016","483.12","481.34","485.77","480.45","5.69M","-0.73%"
"May 10, 2016","486.66","486.93","487.73","484.41","3.35M","-0.06%"
"May 09, 2016","486.93","482.92","488.37","481.83","7.08M","1.46%"
"May 06, 2016","479.93","481.93","483.81","478.96","6.81M","-0.65%"
"May 05, 2016","483.05","485.40","487.11","480.89","10.00M","-0.29%"
"May 04, 2016","484.46","482.45","487.23","481.93","6.25M","0.24%"
"May 03, 2016","483.32","489.36","492.80","481.81","8.11M","-1.13%"
"May 02, 2016","488.84","484.90","491.54","484.41","4.90M","0.43%"
"Apr 29, 2016","486.74","492.06","494.59","484.83","10.84M","-1.40%"
"Apr 28, 2016","493.67","502.24","504.81","490.82","28.59M","-2.23%"
"Apr 27, 2016","504.91","504.17","508.16","503.23","6.69M","0.24%"
"Apr 26, 2016","503.70","502.93","507.14","499.02","12.20M","0.00%"
"Apr 25, 2016","503.68","517.32","517.32","501.40","28.22M","-2.12%"
"Apr 22, 2016","514.60","514.62","518.83","509.82","5.40M","-0.21%"
"Apr 21, 2016","515.69","515.81","521.06","512.64","5.25M","0.37%"
"Apr 20, 2016","513.78","529.58","529.58","513.04","10.01M","-2.58%"
"Apr 18, 2016","527.38","527.90","528.39","522.74","8.80M","-0.12%"
"Apr 13, 2016","528.02","521.33","529.93","521.33","7.40M","1.78%"
"Apr 12, 2016","518.78","515.27","523.76","514.15","5.15M","0.68%"
"Apr 11, 2016","515.27","513.63","517.84","511.65","4.76M","0.38%"
